nota,waktu,pembeli
akbar-1625157149634,2021-07-01 23:32:29.634,akbar
tri-1624853669080,2021-06-28 11:14:29.08,tri
akbar-1649178037369,2022-04-06 00:00:37.369,akbar
tri-1634134269530,2021-10-13 21:11:09.53,tri
tri-1644661324911,2022-02-12 17:22:04.911,tri
tri-1631453297314,2021-09-12 20:28:17.314,tri
jefri-1640001393219,2021-12-20 18:56:33.219,jefri
akbar-1620710812549,2021-05-11 12:26:52.549,akbar
akbar-1640724794961,2021-12-29 03:53:14.961,akbar
akbar-1619829304814,2021-05-01 07:35:04.814,akbar
akbar-1622074830948,2021-05-27 07:20:30.948,akbar
tri-1622306218965,2021-05-29 23:36:58.965,tri
tri-1623854699515,2021-06-16 21:44:59.515,tri
iqbal-1629660298510,2021-08-23 02:24:58.51,iqbal
tri-1646114999494,2022-03-01 13:09:59.494,tri
tri-1627236180412,2021-07-26 01:03:00.412,tri
jefri-1619349154787,2021-04-25 18:12:34.787,jefri
iqbal-1644636019245,2022-02-12 10:20:19.245,iqbal
akbar-1624093548709,2021-06-19 16:05:48.709,akbar
iqbal-1619335763086,2021-04-25 14:29:23.086,iqbal
iqbal-1625671255280,2021-07-07 22:20:55.28,iqbal
iqbal-1621971474715,2021-05-26 02:37:54.715,iqbal
jefri-1617992671048,2021-04-10 01:24:31.048,jefri
tri-1637518812097,2021-11-22 01:20:12.097,tri
akbar-1643313781754,2022-01-28 03:03:01.754,akbar
jefri-1647777187925,2022-03-20 18:53:07.925,jefri
akbar-1640402270639,2021-12-25 10:17:50.639,akbar
akbar-1648947093271,2022-04-03 07:51:33.271,akbar
jefri-1622668564808,2021-06-03 04:16:04.808,jefri
jefri-1625287740274,2021-07-03 11:49:00.274,jefri
tri-1647289184962,2022-03-15 03:19:44.962,tri
jefri-1639714129859,2021-12-17 11:08:49.859,jefri
jefri-1635065713217,2021-10-24 15:55:13.217,jefri
tri-1643857351983,2022-02-03 10:02:31.983,tri
iqbal-1623224675882,2021-06-09 14:44:35.882,iqbal
tri-1629839902131,2021-08-25 04:18:22.131,tri
jefri-1633006279337,2021-09-30 19:51:19.337,jefri
jefri-1636019788184,2021-11-04 16:56:28.184,jefri
tri-1647107936514,2022-03-13 00:58:56.514,tri
iqbal-1645389363173,2022-02-21 03:36:03.173,iqbal
jefri-1624839277770,2021-06-28 07:14:37.77,jefri
iqbal-1640654354532,2021-12-28 08:19:14.532,iqbal
jefri-1644284907055,2022-02-08 08:48:27.055,jefri
jefri-1623518075846,2021-06-13 00:14:35.846,jefri
jefri-1641393312040,2022-01-05 21:35:12.04,jefri
akbar-1649334661994,2022-04-07 19:31:01.994,akbar
jefri-1628736797599,2021-08-12 09:53:17.599,jefri
akbar-1638421830579,2021-12-02 12:10:30.579,akbar
jefri-1640163843157,2021-12-22 16:04:03.157,jefri
tri-1628575659479,2021-08-10 13:07:39.479,tri
akbar-1633636933663,2021-10-08 03:02:13.663,akbar
iqbal-1643461480149,2022-01-29 20:04:40.149,iqbal
jefri-1648555210246,2022-03-29 19:00:10.246,jefri
tri-1634414805152,2021-10-17 03:06:45.152,tri
akbar-1621534753728,2021-05-21 01:19:13.728,akbar
iqbal-1623214542862,2021-06-09 11:55:42.862,iqbal
tri-1641752321435,2022-01-10 01:18:41.435,tri
tri-1624521992186,2021-06-24 15:06:32.186,tri
tri-1619740984436,2021-04-30 07:03:04.436,tri
tri-1618202115801,2021-04-12 11:35:15.801,tri
tri-1638091510082,2021-11-28 16:25:10.082,tri
tri-1641877433932,2022-01-11 12:03:53.932,tri
iqbal-1627529148190,2021-07-29 10:25:48.19,iqbal
tri-1644616808260,2022-02-12 05:00:08.26,tri
iqbal-1630306889878,2021-08-30 14:01:29.878,iqbal
akbar-1624512296169,2021-06-24 12:24:56.169,akbar
tri-1624354072028,2021-06-22 16:27:52.028,tri
jefri-1637156539242,2021-11-17 20:42:19.242,jefri
tri-1619182330703,2021-04-23 19:52:10.703,tri
tri-1625184543636,2021-07-02 07:09:03.636,tri
jefri-1639564904940,2021-12-15 17:41:44.94,jefri
jefri-1635858128486,2021-11-02 20:02:08.486,jefri
akbar-1649080695703,2022-04-04 20:58:15.703,akbar
iqbal-1640208813905,2021-12-23 04:33:33.905,iqbal
iqbal-1645676226341,2022-02-24 11:17:06.341,iqbal
akbar-1631476229995,2021-09-13 02:50:29.995,akbar
tri-1629696468666,2021-08-23 12:27:48.666,tri
iqbal-1629337728859,2021-08-19 08:48:48.859,iqbal
iqbal-1642469556754,2022-01-18 08:32:36.754,iqbal
tri-1631916018316,2021-09-18 05:00:18.316,tri
akbar-1628459584447,2021-08-09 04:53:04.447,akbar
jefri-1622494736039,2021-06-01 03:58:56.039,jefri
akbar-1643426192561,2022-01-29 10:16:32.561,akbar
jefri-1630766542963,2021-09-04 21:42:22.963,jefri
akbar-1619871572129,2021-05-01 19:19:32.129,akbar
tri-1649201318117,2022-04-06 06:28:38.117,tri
jefri-1625507876178,2021-07-06 00:57:56.178,jefri
iqbal-1622738105060,2021-06-03 23:35:05.06,iqbal
jefri-1641749753482,2022-01-10 00:35:53.482,jefri
akbar-1646217518409,2022-03-02 17:38:38.409,akbar
akbar-1643684235479,2022-02-01 09:57:15.479,akbar
tri-1649238639555,2022-04-06 16:50:39.555,tri
tri-1643190326792,2022-01-26 16:45:26.792,tri
iqbal-1628413653745,2021-08-08 16:07:33.745,iqbal
tri-1642873675734,2022-01-23 00:47:55.734,tri
iqbal-1626824769765,2021-07-21 06:46:09.765,iqbal
iqbal-1620842275032,2021-05-13 00:57:55.032,iqbal
jefri-1630753559707,2021-09-04 18:05:59.707,jefri
iqbal-1624273192604,2021-06-21 17:59:52.604,iqbal
tri-1623489631411,2021-06-12 16:20:31.411,tri
tri-1618618355258,2021-04-17 07:12:35.258,tri
jefri-1643698274386,2022-02-01 13:51:14.386,jefri
tri-1624738157618,2021-06-27 03:09:17.618,tri
jefri-1631160715000,2021-09-09 11:11:55.0,jefri
jefri-1645572978001,2022-02-23 06:36:18.001,jefri
tri-1619197574928,2021-04-24 00:06:14.928,tri
akbar-1624340782223,2021-06-22 12:46:22.223,akbar
jefri-1646510080967,2022-03-06 02:54:40.967,jefri
akbar-1643253091525,2022-01-27 10:11:31.525,akbar
tri-1627991879183,2021-08-03 18:57:59.183,tri
jefri-1640451553099,2021-12-25 23:59:13.099,jefri
jefri-1645111683903,2022-02-17 22:28:03.903,jefri
tri-1622626083450,2021-06-02 16:28:03.45,tri
jefri-1624739427721,2021-06-27 03:30:27.721,jefri
akbar-1641409453907,2022-01-06 02:04:13.907,akbar
jefri-1645244907536,2022-02-19 11:28:27.536,jefri
tri-1634006782142,2021-10-12 09:46:22.142,tri
iqbal-1631335109494,2021-09-11 11:38:29.494,iqbal
tri-1632620949715,2021-09-26 08:49:09.715,tri
iqbal-1647678244732,2022-03-19 15:24:04.732,iqbal
iqbal-1648395145678,2022-03-27 22:32:25.678,iqbal
tri-1642313635300,2022-01-16 13:13:55.3,tri
tri-1620628672948,2021-05-10 13:37:52.948,tri
iqbal-1627612444969,2021-07-30 09:34:04.969,iqbal
iqbal-1638671341178,2021-12-05 09:29:01.178,iqbal
iqbal-1637444713508,2021-11-21 04:45:13.508,iqbal
jefri-1625857558035,2021-07-10 02:05:58.035,jefri
jefri-1645262140738,2022-02-19 16:15:40.738,jefri
akbar-1639940767502,2021-12-20 02:06:07.502,akbar
tri-1619901224218,2021-05-02 03:33:44.218,tri
iqbal-1638017861114,2021-11-27 19:57:41.114,iqbal
iqbal-1634492945138,2021-10-18 00:49:05.138,iqbal
jefri-1621193505747,2021-05-17 02:31:45.747,jefri
iqbal-1644742259137,2022-02-13 15:50:59.137,iqbal
iqbal-1638509606127,2021-12-03 12:33:26.127,iqbal
jefri-1631200874188,2021-09-09 22:21:14.188,jefri
akbar-1620146955087,2021-05-04 23:49:15.087,akbar
akbar-1626021176827,2021-07-11 23:32:56.827,akbar
jefri-1636612393725,2021-11-11 13:33:13.725,jefri
jefri-1621853734795,2021-05-24 17:55:34.795,jefri
akbar-1621043121248,2021-05-15 08:45:21.248,akbar
akbar-1643601232172,2022-01-31 10:53:52.172,akbar
jefri-1647755034960,2022-03-20 12:43:54.96,jefri
jefri-1620065245533,2021-05-04 01:07:25.533,jefri
iqbal-1630908221138,2021-09-06 13:03:41.138,iqbal
tri-1634973311183,2021-10-23 14:15:11.183,tri
akbar-1643727388846,2022-02-01 21:56:28.846,akbar
akbar-1630230402925,2021-08-29 16:46:42.925,akbar
tri-1624532065264,2021-06-24 17:54:25.264,tri
jefri-1640944308323,2021-12-31 16:51:48.323,jefri
iqbal-1644456913822,2022-02-10 08:35:13.822,iqbal
akbar-1638341300620,2021-12-01 13:48:20.62,akbar
akbar-1619605076777,2021-04-28 17:17:56.777,akbar
akbar-1630359598604,2021-08-31 04:39:58.604,akbar
akbar-1639802652172,2021-12-18 11:44:12.172,akbar
akbar-1642381266507,2022-01-17 08:01:06.507,akbar
jefri-1627075512961,2021-07-24 04:25:12.961,jefri
jefri-1646272479381,2022-03-03 08:54:39.381,jefri
akbar-1643828894775,2022-02-03 02:08:14.775,akbar
tri-1645051284142,2022-02-17 05:41:24.142,tri
iqbal-1648984177155,2022-04-03 18:09:37.155,iqbal
akbar-1625741344733,2021-07-08 17:49:04.733,akbar
akbar-1631835231557,2021-09-17 06:33:51.557,akbar
jefri-1629974155478,2021-08-26 17:35:55.478,jefri
jefri-1621954049976,2021-05-25 21:47:29.976,jefri
jefri-1620236681735,2021-05-06 00:44:41.735,jefri
jefri-1631737205365,2021-09-16 03:20:05.365,jefri
iqbal-1620439689672,2021-05-08 09:08:09.672,iqbal
jefri-1644167843084,2022-02-07 00:17:23.084,jefri
tri-1630117927767,2021-08-28 09:32:07.767,tri
tri-1629215660921,2021-08-17 22:54:20.921,tri
jefri-1639441330090,2021-12-14 07:22:10.09,jefri
iqbal-1620512961809,2021-05-09 05:29:21.809,iqbal
jefri-1625280609454,2021-07-03 09:50:09.454,jefri
tri-1626801236507,2021-07-21 00:13:56.507,tri
akbar-1623008576668,2021-06-07 02:42:56.668,akbar
akbar-1627686771247,2021-07-31 06:12:51.247,akbar
tri-1638455634750,2021-12-02 21:33:54.75,tri
iqbal-1639214874125,2021-12-11 16:27:54.125,iqbal
iqbal-1644843444629,2022-02-14 19:57:24.629,iqbal
akbar-1648375994429,2022-03-27 17:13:14.429,akbar
akbar-1644504002890,2022-02-10 21:40:02.89,akbar
tri-1642177319648,2022-01-14 23:21:59.648,tri
jefri-1639802226823,2021-12-18 11:37:06.823,jefri
akbar-1628515992826,2021-08-09 20:33:12.826,akbar
jefri-1649343815219,2022-04-07 22:03:35.219,jefri
akbar-1641827377403,2022-01-10 22:09:37.403,akbar
tri-1641320495183,2022-01-05 01:21:35.183,tri
tri-1646923108387,2022-03-10 21:38:28.387,tri
iqbal-1636984819878,2021-11-15 21:00:19.878,iqbal
tri-1642500413684,2022-01-18 17:06:53.684,tri
akbar-1644815339826,2022-02-14 12:08:59.826,akbar
iqbal-1626491227871,2021-07-17 10:07:07.871,iqbal
iqbal-1629123679131,2021-08-16 21:21:19.131,iqbal
akbar-1637852104567,2021-11-25 21:55:04.567,akbar
iqbal-1629764495436,2021-08-24 07:21:35.436,iqbal
akbar-1633965586899,2021-10-11 22:19:46.899,akbar
tri-1623986482403,2021-06-18 10:21:22.403,tri
tri-1621968669201,2021-05-26 01:51:09.201,tri
iqbal-1639450949513,2021-12-14 10:02:29.513,iqbal
jefri-1640004838101,2021-12-20 19:53:58.101,jefri
tri-1639598590504,2021-12-16 03:03:10.504,tri
akbar-1627808349311,2021-08-01 15:59:09.311,akbar
iqbal-1629209242547,2021-08-17 21:07:22.547,iqbal
tri-1640235259395,2021-12-23 11:54:19.395,tri
iqbal-1644386811222,2022-02-09 13:06:51.222,iqbal
iqbal-1630312224521,2021-08-30 15:30:24.521,iqbal
jefri-1619649837275,2021-04-29 05:43:57.275,jefri
iqbal-1639185115573,2021-12-11 08:11:55.573,iqbal
iqbal-1631719926817,2021-09-15 22:32:06.817,iqbal
akbar-1620578671808,2021-05-09 23:44:31.808,akbar
jefri-1632299738157,2021-09-22 15:35:38.157,jefri
jefri-1627937061122,2021-08-03 03:44:21.122,jefri
iqbal-1645274409664,2022-02-19 19:40:09.664,iqbal
jefri-1636116159088,2021-11-05 19:42:39.088,jefri
iqbal-1641581491277,2022-01-08 01:51:31.277,iqbal
iqbal-1635885977618,2021-11-03 03:46:17.618,iqbal
akbar-1620577801955,2021-05-09 23:30:01.955,akbar
iqbal-1619818278307,2021-05-01 04:31:18.307,iqbal
tri-1626750157510,2021-07-20 10:02:37.51,tri
iqbal-1625880176164,2021-07-10 08:22:56.164,iqbal
iqbal-1623705318740,2021-06-15 04:15:18.74,iqbal
jefri-1619585126568,2021-04-28 11:45:26.568,jefri
jefri-1629220559318,2021-08-18 00:15:59.318,jefri
jefri-1631233380067,2021-09-10 07:23:00.067,jefri
iqbal-1629227061377,2021-08-18 02:04:21.377,iqbal
jefri-1624785019711,2021-06-27 16:10:19.711,jefri
iqbal-1629471378740,2021-08-20 21:56:18.74,iqbal
akbar-1642625561084,2022-01-20 03:52:41.084,akbar
tri-1646579015149,2022-03-06 22:03:35.149,tri
akbar-1647390900504,2022-03-16 07:35:00.504,akbar
tri-1646412346579,2022-03-04 23:45:46.579,tri
tri-1635459275593,2021-10-29 05:14:35.593,tri
akbar-1630029061204,2021-08-27 08:51:01.204,akbar
tri-1648330102195,2022-03-27 04:28:22.195,tri
iqbal-1641501677149,2022-01-07 03:41:17.149,iqbal
jefri-1644689405721,2022-02-13 01:10:05.721,jefri
iqbal-1643450525666,2022-01-29 17:02:05.666,iqbal
iqbal-1647561002122,2022-03-18 06:50:02.122,iqbal
iqbal-1623615938327,2021-06-14 03:25:38.327,iqbal
iqbal-1624321467205,2021-06-22 07:24:27.205,iqbal
iqbal-1635702803038,2021-11-01 00:53:23.038,iqbal
iqbal-1637078314703,2021-11-16 22:58:34.703,iqbal
iqbal-1619360769432,2021-04-25 21:26:09.432,iqbal
iqbal-1645815762738,2022-02-26 02:02:42.738,iqbal
tri-1626376320588,2021-07-16 02:12:00.588,tri
tri-1633333482420,2021-10-04 14:44:42.42,tri
akbar-1645341561288,2022-02-20 14:19:21.288,akbar
jefri-1623116798258,2021-06-08 08:46:38.258,jefri
tri-1626184293106,2021-07-13 20:51:33.106,tri
tri-1635814902119,2021-11-02 08:01:42.119,tri
tri-1620010278584,2021-05-03 09:51:18.584,tri
iqbal-1618651065456,2021-04-17 16:17:45.456,iqbal
jefri-1622437142062,2021-05-31 11:59:02.062,jefri
akbar-1623581868367,2021-06-13 17:57:48.367,akbar
iqbal-1630412828950,2021-08-31 19:27:08.95,iqbal
akbar-1635722031235,2021-11-01 06:13:51.235,akbar
tri-1645683622494,2022-02-24 13:20:22.494,tri
akbar-1629146245072,2021-08-17 03:37:25.072,akbar
iqbal-1625684977930,2021-07-08 02:09:37.93,iqbal
jefri-1618507073694,2021-04-16 00:17:53.694,jefri
iqbal-1645808511309,2022-02-26 00:01:51.309,iqbal
iqbal-1634962943873,2021-10-23 11:22:23.873,iqbal
akbar-1621747684252,2021-05-23 12:28:04.252,akbar
jefri-1625830980257,2021-07-09 18:43:00.257,jefri
akbar-1635429276425,2021-10-28 20:54:36.425,akbar
iqbal-1638011845821,2021-11-27 18:17:25.821,iqbal
tri-1629241299743,2021-08-18 06:01:39.743,tri
iqbal-1628148349662,2021-08-05 14:25:49.662,iqbal
jefri-1636244174238,2021-11-07 07:16:14.238,jefri
akbar-1621605635537,2021-05-21 21:00:35.537,akbar
jefri-1637521732054,2021-11-22 02:08:52.054,jefri
akbar-1643204692852,2022-01-26 20:44:52.852,akbar
iqbal-1639662144634,2021-12-16 20:42:24.634,iqbal
iqbal-1624969024244,2021-06-29 19:17:04.244,iqbal
tri-1648411218482,2022-03-28 03:00:18.482,tri
akbar-1638204799650,2021-11-29 23:53:19.65,akbar
iqbal-1624911254006,2021-06-29 03:14:14.006,iqbal
jefri-1626172470386,2021-07-13 17:34:30.386,jefri
akbar-1632759081105,2021-09-27 23:11:21.105,akbar
iqbal-1622252822303,2021-05-29 08:47:02.303,iqbal
jefri-1639348684360,2021-12-13 05:38:04.36,jefri
akbar-1647537189787,2022-03-18 00:13:09.787,akbar
tri-1620257614754,2021-05-06 06:33:34.754,tri
jefri-1639463221622,2021-12-14 13:27:01.622,jefri
akbar-1618119255539,2021-04-11 12:34:15.539,akbar
iqbal-1621987805702,2021-05-26 07:10:05.702,iqbal
akbar-1629617105445,2021-08-22 14:25:05.445,akbar
tri-1633475572784,2021-10-06 06:12:52.784,tri
tri-1636776888124,2021-11-13 11:14:48.124,tri
akbar-1619410008154,2021-04-26 11:06:48.154,akbar
tri-1633688264053,2021-10-08 17:17:44.053,tri
jefri-1640319521412,2021-12-24 11:18:41.412,jefri
iqbal-1623391994845,2021-06-11 13:13:14.845,iqbal
akbar-1622365560230,2021-05-30 16:06:00.23,akbar
iqbal-1632525952718,2021-09-25 06:25:52.718,iqbal
tri-1632372055899,2021-09-23 11:40:55.899,tri
tri-1620620376157,2021-05-10 11:19:36.157,tri
jefri-1632227729278,2021-09-21 19:35:29.278,jefri
tri-1637444100844,2021-11-21 04:35:00.844,tri
tri-1633436067100,2021-10-05 19:14:27.1,tri
tri-1623995735887,2021-06-18 12:55:35.887,tri
jefri-1634219373552,2021-10-14 20:49:33.552,jefri
tri-1623629840667,2021-06-14 07:17:20.667,tri
tri-1621425714250,2021-05-19 19:01:54.25,tri
iqbal-1635074566360,2021-10-24 18:22:46.36,iqbal
akbar-1648098336007,2022-03-24 12:05:36.007,akbar
jefri-1646956819273,2022-03-11 07:00:19.273,jefri
jefri-1639496609772,2021-12-14 22:43:29.772,jefri
jefri-1639987614709,2021-12-20 15:06:54.709,jefri
tri-1623999564525,2021-06-18 13:59:24.525,tri
akbar-1638424310614,2021-12-02 12:51:50.614,akbar
iqbal-1618295032264,2021-04-13 13:23:52.264,iqbal
jefri-1634064850679,2021-10-13 01:54:10.679,jefri
tri-1637058703117,2021-11-16 17:31:43.117,tri
akbar-1640520658368,2021-12-26 19:10:58.368,akbar
iqbal-1643125505817,2022-01-25 22:45:05.817,iqbal
jefri-1630661577949,2021-09-03 16:32:57.949,jefri
jefri-1634561687191,2021-10-18 19:54:47.191,jefri
tri-1647500076173,2022-03-17 13:54:36.173,tri
iqbal-1645185673179,2022-02-18 19:01:13.179,iqbal
tri-1646241466340,2022-03-03 00:17:46.34,tri
iqbal-1640637912011,2021-12-28 03:45:12.011,iqbal
jefri-1623897991864,2021-06-17 09:46:31.864,jefri
akbar-1632299894156,2021-09-22 15:38:14.156,akbar
iqbal-1649208537362,2022-04-06 08:28:57.362,iqbal
iqbal-1639215291312,2021-12-11 16:34:51.312,iqbal
tri-1622531216954,2021-06-01 14:06:56.954,tri
iqbal-1634931579610,2021-10-23 02:39:39.61,iqbal
iqbal-1625906538532,2021-07-10 15:42:18.532,iqbal
iqbal-1647535339393,2022-03-17 23:42:19.393,iqbal
akbar-1621695318253,2021-05-22 21:55:18.253,akbar
jefri-1644761446204,2022-02-13 21:10:46.204,jefri
akbar-1634750243079,2021-10-21 00:17:23.079,akbar
akbar-1643984944110,2022-02-04 21:29:04.11,akbar
iqbal-1619431819381,2021-04-26 17:10:19.381,iqbal
iqbal-1627134144708,2021-07-24 20:42:24.708,iqbal
tri-1633560297925,2021-10-07 05:44:57.925,tri
iqbal-1633563403061,2021-10-07 06:36:43.061,iqbal
jefri-1626565899789,2021-07-18 06:51:39.789,jefri
tri-1637234277641,2021-11-18 18:17:57.641,tri
akbar-1636821274595,2021-11-13 23:34:34.595,akbar
iqbal-1626044726936,2021-07-12 06:05:26.936,iqbal
jefri-1645578824800,2022-02-23 08:13:44.8,jefri
akbar-1644802246586,2022-02-14 08:30:46.586,akbar
akbar-1621931204163,2021-05-25 15:26:44.163,akbar
tri-1623748261077,2021-06-15 16:11:01.077,tri
iqbal-1640985597949,2022-01-01 04:19:57.949,iqbal
iqbal-1631215475176,2021-09-10 02:24:35.176,iqbal
jefri-1647443078956,2022-03-16 22:04:38.956,jefri
tri-1647353946730,2022-03-15 21:19:06.73,tri
akbar-1647716325503,2022-03-20 01:58:45.503,akbar
akbar-1625853770623,2021-07-10 01:02:50.623,akbar
jefri-1644136936719,2022-02-06 15:42:16.719,jefri
tri-1624476935293,2021-06-24 02:35:35.293,tri
tri-1630667853179,2021-09-03 18:17:33.179,tri
iqbal-1621522921070,2021-05-20 22:02:01.07,iqbal
akbar-1644911877987,2022-02-15 14:57:57.987,akbar
tri-1640021476566,2021-12-21 00:31:16.566,tri
iqbal-1627429622481,2021-07-28 06:47:02.481,iqbal
jefri-1622463788124,2021-05-31 19:23:08.124,jefri
jefri-1636609124164,2021-11-11 12:38:44.164,jefri
iqbal-1636361669338,2021-11-08 15:54:29.338,iqbal
akbar-1639069236052,2021-12-10 00:00:36.052,akbar
iqbal-1624221876233,2021-06-21 03:44:36.233,iqbal
jefri-1627554246878,2021-07-29 17:24:06.878,jefri
iqbal-1643116074274,2022-01-25 20:07:54.274,iqbal
iqbal-1636915555067,2021-11-15 01:45:55.067,iqbal
jefri-1636925320582,2021-11-15 04:28:40.582,jefri
tri-1622625045473,2021-06-02 16:10:45.473,tri
iqbal-1639225028873,2021-12-11 19:17:08.873,iqbal
iqbal-1643110267619,2022-01-25 18:31:07.619,iqbal
iqbal-1630094751197,2021-08-28 03:05:51.197,iqbal
jefri-1636778090656,2021-11-13 11:34:50.656,jefri
jefri-1634537132221,2021-10-18 13:05:32.221,jefri
akbar-1642671804563,2022-01-20 16:43:24.563,akbar
jefri-1640753343491,2021-12-29 11:49:03.491,jefri
jefri-1623010385853,2021-06-07 03:13:05.853,jefri
akbar-1639295284506,2021-12-12 14:48:04.506,akbar
iqbal-1634908839826,2021-10-22 20:20:39.826,iqbal
jefri-1635569298984,2021-10-30 11:48:18.984,jefri
akbar-1627819979547,2021-08-01 19:12:59.547,akbar
tri-1619702120638,2021-04-29 20:15:20.638,tri
akbar-1623076327789,2021-06-07 21:32:07.789,akbar
tri-1641224792492,2022-01-03 22:46:32.492,tri
jefri-1635034476647,2021-10-24 07:14:36.647,jefri
iqbal-1622532383711,2021-06-01 14:26:23.711,iqbal
tri-1638021104248,2021-11-27 20:51:44.248,tri
tri-1629262261696,2021-08-18 11:51:01.696,tri
akbar-1647530113559,2022-03-17 22:15:13.559,akbar
jefri-1645938602122,2022-02-27 12:10:02.122,jefri
jefri-1633205673128,2021-10-03 03:14:33.128,jefri
tri-1637410165990,2021-11-20 19:09:25.99,tri
iqbal-1633719169971,2021-10-09 01:52:49.971,iqbal
jefri-1631979782404,2021-09-18 22:43:02.404,jefri
iqbal-1648519961812,2022-03-29 09:12:41.812,iqbal
tri-1638094862425,2021-11-28 17:21:02.425,tri
iqbal-1618089457847,2021-04-11 04:17:37.847,iqbal
tri-1632156868600,2021-09-20 23:54:28.6,tri
akbar-1635204527325,2021-10-26 06:28:47.325,akbar
akbar-1630855864337,2021-09-05 22:31:04.337,akbar
jefri-1618799453367,2021-04-19 09:30:53.367,jefri
jefri-1634491705023,2021-10-18 00:28:25.023,jefri
iqbal-1644079413035,2022-02-05 23:43:33.035,iqbal
tri-1642679463693,2022-01-20 18:51:03.693,tri
iqbal-1625260012596,2021-07-03 04:06:52.596,iqbal
jefri-1646275722131,2022-03-03 09:48:42.131,jefri
iqbal-1647499688806,2022-03-17 13:48:08.806,iqbal
akbar-1621245881940,2021-05-17 17:04:41.94,akbar
iqbal-1622411751980,2021-05-31 04:55:51.98,iqbal
iqbal-1626563412590,2021-07-18 06:10:12.59,iqbal
jefri-1645884162863,2022-02-26 21:02:42.863,jefri
tri-1646034487983,2022-02-28 14:48:07.983,tri
jefri-1621818294803,2021-05-24 08:04:54.803,jefri
akbar-1643610538641,2022-01-31 13:28:58.641,akbar
jefri-1639628666621,2021-12-16 11:24:26.621,jefri
iqbal-1641935188679,2022-01-12 04:06:28.679,iqbal
iqbal-1641330874128,2022-01-05 04:14:34.128,iqbal
iqbal-1642092329304,2022-01-13 23:45:29.304,iqbal
jefri-1637473567186,2021-11-21 12:46:07.186,jefri
jefri-1644675073458,2022-02-12 21:11:13.458,jefri
jefri-1623639670523,2021-06-14 10:01:10.523,jefri
iqbal-1631973509470,2021-09-18 20:58:29.47,iqbal
jefri-1633557462975,2021-10-07 04:57:42.975,jefri
tri-1640819509807,2021-12-30 06:11:49.807,tri
iqbal-1621646333117,2021-05-22 08:18:53.117,iqbal
tri-1618959612326,2021-04-21 06:00:12.326,tri
jefri-1633268378254,2021-10-03 20:39:38.254,jefri
jefri-1640109472898,2021-12-22 00:57:52.898,jefri
jefri-1644011788175,2022-02-05 04:56:28.175,jefri
akbar-1644779447814,2022-02-14 02:10:47.814,akbar
tri-1636028709387,2021-11-04 19:25:09.387,tri
akbar-1621349532613,2021-05-18 21:52:12.613,akbar
iqbal-1633348666146,2021-10-04 18:57:46.146,iqbal
iqbal-1632560039427,2021-09-25 15:53:59.427,iqbal
akbar-1637257740974,2021-11-19 00:49:00.974,akbar
akbar-1622539995691,2021-06-01 16:33:15.691,akbar
tri-1619429673901,2021-04-26 16:34:33.901,tri
tri-1648626015152,2022-03-30 14:40:15.152,tri
tri-1634601713441,2021-10-19 07:01:53.441,tri
